test_id,q1_degree,q2_degree,intersection_count
354271,1,2,0
354277,2,2,1
354307,1,1,0
354308,1,1,0
354319,1,1,0
354320,1,2,0
354321,1,1,0
354324,3,1,0
354333,2,1,0
354334,7,9,5
354342,2,3,0
354344,2,2,1
354346,1,2,0
354347,2,1,0
354351,2,3,0
354355,1,1,0
354360,1,1,0
354368,1,1,0
354370,1,2,0
354371,2,2,1
354372,1,1,0
354376,2,5,0
354378,2,3,1
354386,1,1,0
354395,1,1,0
354396,2,1,0
354401,1,1,0
354409,2,3,1
354413,4,3,2
354423,1,3,0
354427,2,1,0
354439,1,1,0
354445,1,1,0
354446,1,2,0
354449,3,3,1
383049,2,3,0
354457,1,1,0
354459,3,5,0
354461,1,1,0
354463,1,2,0
354466,1,1,0
354468,2,1,0
354477,1,5,0
354484,1,1,0
354502,1,1,0
354506,1,1,0
354509,1,2,0
354510,1,1,0
354527,2,1,0
354531,2,1,0
354548,2,2,0
354560,2,1,0
354572,1,1,0
354586,2,1,0
354587,1,1,0
354589,1,1,0
354590,1,1,0
354601,1,1,0
354606,1,1,0
354607,3,1,0
354624,1,1,0
354628,2,1,0
354630,2,1,0
354638,1,1,0
354652,1,1,0
354654,1,1,0
354665,1,1,0
354667,2,5,1
354676,1,1,0
354681,1,1,0
354684,1,1,0
378859,7,4,3
354708,2,1,0
354717,2,2,0
376355,1,2,0
354720,1,1,0
354736,1,1,0
354752,1,1,0
354755,1,1,0
354757,1,1,0
354760,1,1,0
354764,1,2,0
354765,1,1,0
354767,5,2,0
383973,5,4,2
354769,3,1,0
354774,1,1,0
354778,1,1,0
354782,1,1,0
354783,1,1,0
354785,1,1,0
354791,2,1,0
354795,1,1,0
354803,1,1,0
354805,1,1,0
354848,1,1,0
354851,1,4,0
354856,1,1,0
354859,1,1,0
354860,1,1,0
354864,1,1,0
354881,1,1,0
354885,2,1,0
354890,2,2,1
354898,1,1,0
354900,1,1,0
354911,1,1,0
354912,1,1,0
354919,1,1,0
354921,5,1,0
354930,1,2,0
354933,1,1,0
354938,1,1,0
354960,1,1,0
354965,1,1,0
354968,1,1,0
354978,1,1,0
354983,1,1,0
354985,1,1,0
354995,1,2,0
355000,1,1,0
355011,16,11,9
355012,1,1,0
355020,1,1,0
355024,3,1,0
355033,1,1,0
355050,1,2,0
355051,1,1,0
355061,1,1,0
355070,2,2,0
355072,1,1,0
355077,3,3,2
355081,3,1,0
355554,3,1,0
355083,1,1,0
355090,2,1,0
355096,2,3,1
355124,1,1,0
355133,1,1,0
355138,3,1,0
355140,1,3,0
355147,2,1,0
355150,4,2,0
376441,3,3,2
355159,1,1,0
355177,4,1,0
355184,1,1,0
355185,1,1,0
355196,1,1,0
355198,3,3,1
401152,3,2,1
355207,1,1,0
355213,1,1,0
355228,1,1,0
355245,3,6,2
355249,1,1,0
355253,1,1,0
355260,1,1,0
355268,1,2,0
355273,1,1,0
355281,2,1,0
355286,5,1,0
355288,1,1,0
355302,3,1,0
355304,1,2,0
355306,1,1,0
355310,1,1,0
355318,1,1,0
355319,5,5,4
355324,1,2,0
355326,1,1,0
355334,2,2,1
355335,1,1,0
355339,1,1,0
355350,2,1,0
355351,1,1,0
355372,1,1,0
355389,1,1,0
355390,1,2,0
355399,1,1,0
355419,1,1,0
355424,2,1,0
355425,2,1,0
355437,1,1,0
355441,1,1,0
355446,1,1,0
355447,2,1,0
355451,2,5,1
355460,1,1,0
355469,2,1,0
355472,1,1,0
355481,1,1,0
355482,1,1,0
355489,4,1,0
355494,1,1,0
355499,1,3,0
355500,9,10,5
355504,1,1,0
355512,1,1,0
355542,1,1,0
355549,2,1,0
355555,1,2,0
355556,4,2,1
355559,2,2,1
355571,4,1,0
355574,1,4,0
355576,1,1,0
355578,1,1,0
355583,2,3,1
355584,1,1,0
355593,1,2,0
355596,1,1,0
355602,1,1,0
355604,1,1,0
355613,1,1,0
355627,1,1,0
355631,2,3,1
355636,1,1,0
355641,2,1,0
355642,2,3,1
355653,1,2,0
355671,3,1,0
355673,1,1,0
355674,1,1,0
355676,1,1,0
355697,2,2,1
355700,1,1,0
355710,1,1,0
355718,1,1,0
355725,1,1,0
355747,2,2,1
355754,1,1,0
355766,1,5,0
355767,4,1,0
355770,1,1,0
355778,1,1,0
355787,1,1,0
355790,4,2,0
355821,1,1,0
355830,1,1,0
355838,1,1,0
355840,1,1,0
355845,1,1,0
355857,2,3,1
355863,1,1,0
355866,5,5,1
355867,1,1,0
355873,1,1,0
355877,2,3,0
355879,1,1,0
355890,1,1,0
355891,4,2,0
355903,1,1,0
355904,2,1,0
355910,1,1,0
355913,3,11,0
355921,3,3,2
355926,1,1,0
355948,1,1,0
355949,1,1,0
355955,1,1,0
355959,2,2,1
355969,1,1,0
355973,1,1,0
355974,8,12,6
355978,2,1,0
355989,1,1,0
355996,1,1,0
356002,1,1,0
356006,2,1,0
356015,1,1,0
356016,1,1,0
356017,1,1,0
356024,2,2,1
356046,1,1,0
356048,1,2,0
356049,2,3,1
356051,1,1,0
356053,1,1,0
356066,1,1,0
356072,1,1,0
356078,2,2,0
356084,1,1,0
356091,1,1,0
356098,1,1,0
356103,1,6,0
394640,1,6,0
356108,1,1,0
356110,5,7,2
356112,1,1,0
356123,3,2,1
356131,2,1,0
356144,1,1,0
356165,1,1,0
356169,1,2,0
356170,2,1,0
356173,2,1,0
356174,1,1,0
356183,1,1,0
356185,3,2,1
356187,3,3,2
356192,2,1,0
356198,1,1,0
356210,3,2,0
356211,1,1,0
356219,1,1,0
356235,1,1,0
356236,1,1,0
356239,1,1,0
356255,1,1,0
356256,1,3,0
356260,1,1,0
356295,1,1,0
356302,1,1,0
356324,3,1,0
356340,1,1,0
356344,1,1,0
356357,2,1,0
356365,5,4,1
356372,2,1,0
356384,1,2,0
356394,2,2,1
356395,1,1,0
356402,2,1,0
356408,1,1,0
356411,1,2,0
356412,3,2,1
356417,1,3,0
356418,1,1,0
356421,1,1,0
356427,1,1,0
356428,1,1,0
356429,2,1,0
356432,3,3,2
356435,2,1,0
356449,1,1,0
356481,1,1,0
356484,1,1,0
356496,1,1,0
356505,3,2,0
356507,1,1,0
356508,1,1,0
356523,1,1,0
356537,2,1,0
356538,1,1,0
356547,1,1,0
356559,1,1,0
356573,1,2,0
356574,1,1,0
356583,2,2,1
356585,3,2,1
356597,1,1,0
356600,3,3,1
365784,3,2,1
356607,1,1,0
356623,1,1,0
356627,1,1,0
356633,1,1,0
356642,1,1,0
356645,1,1,0
356668,2,3,1
356679,2,2,0
356683,5,1,0
356694,1,1,0
356695,1,1,0
356696,2,2,0
356708,2,2,1
356721,2,7,0
356722,2,2,0
356741,4,1,0
356752,1,1,0
356755,1,1,0
356758,1,1,0
356768,1,1,0
356775,1,1,0
356778,2,2,1
356807,1,1,0
356811,1,1,0
356824,1,1,0
356827,1,18,0
356830,1,1,0
356847,1,1,0
356853,1,1,0
356856,1,1,0
356857,1,1,0
356874,1,1,0
356891,1,1,0
356899,7,3,2
356905,1,1,0
356907,1,1,0
356919,2,1,0
356941,3,1,0
356950,2,2,0
356953,1,1,0
356959,2,1,0
356960,1,1,0
356968,1,1,0
356971,2,2,0
356973,1,1,0
356975,1,1,0
356979,2,2,0
356996,3,7,1
357004,2,1,0
357006,1,1,0
357016,3,2,0
401256,1,2,0
357020,1,1,0
357021,5,2,1
357022,1,1,0
357026,1,1,0
357028,1,1,0
357030,11,7,6
357040,1,2,0
357050,3,1,0
357056,3,4,0
385713,1,4,0
357082,1,1,0
357083,1,1,0
357089,1,1,0
357090,1,1,0
357094,1,1,0
357096,1,1,0
357100,2,2,0
357105,3,1,0
357127,1,3,0
357138,2,1,0
357141,1,1,0
357146,1,1,0
357150,1,1,0
357157,1,2,0
357175,1,1,0
357181,1,1,0
357190,2,1,0
357209,1,1,0
357221,1,1,0
357227,1,2,0
357231,1,1,0
357233,1,1,0
357240,1,1,0
357249,2,2,0
357254,5,1,0
357269,1,1,0
357274,2,4,1
357277,3,2,0
357290,2,1,0
357292,1,1,0
357294,2,3,1
357307,2,4,0
357308,1,1,0
357311,1,2,0
357341,2,1,0
357346,1,1,0
357358,2,1,0
357361,1,1,0
357374,2,2,0
357377,1,1,0
391854,3,3,2
357394,1,2,0
357403,2,1,0
357405,1,1,0
357410,1,1,0
357418,1,1,0
357419,6,2,0
357429,1,2,0
357441,1,1,0
357445,3,1,0
357457,12,8,4
357466,1,1,0
357474,1,1,0
357480,1,1,0
357491,1,2,0
357501,1,1,0
357510,1,1,0
357520,3,1,0
357522,1,1,0
357530,1,3,0
357533,3,1,0
357542,2,1,0
357557,2,1,0
357569,2,2,1
357581,2,5,1
357598,1,1,0
357607,1,1,0
357616,2,1,0
357624,2,11,1
357626,1,1,0
357634,1,3,0
357635,1,2,0
357638,1,1,0
357642,2,2,1
357659,3,1,0
357682,2,1,0
357683,3,2,1
357689,1,1,0
357697,6,2,1
357698,1,1,0
357702,2,1,0
357703,2,1,0
357723,5,6,4
357735,1,1,0
357744,1,4,0
357746,2,2,0
357750,5,1,0
357755,1,1,0
357758,1,1,0
357764,1,3,0
357765,2,2,0
357766,3,10,1
357769,3,3,0
357773,2,2,1
357775,1,1,0
357786,2,1,0
357800,2,1,0
357811,1,1,0
357814,1,2,0
357823,1,1,0
357849,4,2,1
357851,1,1,0
357852,1,1,0
357866,1,2,0
357878,1,1,0
357880,1,1,0
357893,1,1,0
357896,5,3,1
357897,1,1,0
357899,1,2,0
357900,1,1,0
357901,1,2,0
357903,1,1,0
357905,2,1,0
357909,1,4,0
357917,1,2,0
357936,1,1,0
357950,1,1,0
357958,3,1,0
357961,1,1,0
357962,1,1,0
357963,2,1,0
357966,1,1,0
357967,1,1,0
357972,5,8,2
357984,1,1,0
357987,2,1,0
357989,1,2,0
358009,1,1,0
358027,1,1,0
358028,1,1,0
358033,1,1,0
358054,2,1,0
358062,1,2,0
358064,3,1,0
358072,1,1,0
358078,1,1,0
358081,3,3,2
358107,2,1,0
358126,1,1,0
358131,2,1,0
358142,1,1,0
358146,2,1,0
358152,1,1,0
358157,2,1,0
358159,6,4,0
358160,2,1,0
358167,3,2,1
358177,1,2,0
358178,1,1,0
358187,1,2,0
358200,3,1,0
358205,1,1,0
358216,1,1,0
358221,1,1,0
358222,1,1,0
358225,1,1,0
358234,3,2,0
358246,2,1,0
358249,2,1,0
358253,1,1,0
358258,1,1,0
358285,3,2,1
358297,1,1,0
358302,1,1,0
358304,1,1,0
358328,1,1,0
358331,3,1,0
358335,2,2,0
358337,1,1,0
358340,2,1,0
358342,1,1,0
358351,1,5,0
358355,1,4,0
358357,1,1,0
358358,1,2,0
358373,1,6,0
358393,1,1,0
358409,1,6,0
358428,1,2,0
358429,1,1,0
358433,2,6,1
358435,1,1,0
358443,2,1,0
358446,4,3,0
358455,2,6,0
358467,1,1,0
358471,1,1,0
358483,2,2,0
358484,3,1,0
358488,2,3,0
358492,1,1,0
358494,7,7,6
358496,1,1,0
358512,1,1,0
358516,1,15,0
358518,1,1,0
358525,1,1,0
358529,1,1,0
358534,1,1,0
358535,3,3,0
358551,1,1,0
358562,1,1,0
358563,1,1,0
358566,2,4,1
358568,2,2,1
358572,1,1,0
358578,1,1,0
358582,1,3,0
358592,1,1,0
358594,1,1,0
358595,2,2,1
358597,1,1,0
358600,1,1,0
358609,4,1,0
358610,1,1,0
358620,1,1,0
358623,2,3,1
358625,1,1,0
358626,1,1,0
358632,1,1,0
358635,2,1,0
358638,4,4,2
358646,1,1,0
358666,3,3,2
358669,1,1,0
358674,1,2,0
358676,1,3,0
358680,1,1,0
358694,2,2,0
358695,1,1,0
358705,1,1,0
358719,2,1,0
358723,1,1,0
358734,1,1,0
358737,1,7,0
358739,2,1,0
358742,1,1,0
358770,2,4,0
358777,1,1,0
358783,1,4,0
358786,4,1,0
358795,2,2,0
358801,1,1,0
358820,1,1,0
358822,1,1,0
358823,1,1,0
358830,1,2,0
358837,2,1,0
358840,1,1,0
358841,5,1,0
358850,1,2,0
358855,1,1,0
358859,1,1,0
358862,1,3,0
358871,2,1,0
358884,2,1,0
358885,3,1,0
358890,2,1,0
358900,1,1,0
358903,1,1,0
358905,1,8,0
358913,1,1,0
358914,1,1,0
358923,1,2,0
358930,1,1,0
358944,1,1,0
358947,2,1,0
358960,2,1,0
358964,1,1,0
358972,1,2,0
358974,1,1,0
358977,1,1,0
359002,1,1,0
359011,1,1,0
359015,1,1,0
359017,1,1,0
359019,1,1,0
359023,1,1,0
359026,1,1,0
359034,1,1,0
359049,1,2,0
359050,1,1,0
359055,1,1,0
359061,1,1,0
359068,3,1,0
359072,4,4,0
362751,4,3,0
359089,1,1,0
359094,1,1,0
359096,1,4,0
359098,1,1,0
359104,4,1,0
359110,1,1,0
359118,1,3,0
359121,2,1,0
359128,2,1,0
359132,1,1,0
359139,1,1,0
359158,1,1,0
359160,3,5,0
359164,3,3,1
359171,1,1,0
359172,3,1,0
359174,1,2,0
359175,1,1,0
359192,1,1,0
359200,1,2,0
359205,8,7,5
359226,1,1,0
359234,1,1,0
359235,2,6,0
392590,2,6,0
359236,1,2,0
359254,2,3,1
359256,1,1,0
359267,1,5,0
359279,3,3,2
359292,2,1,0
359293,1,11,0
359301,2,1,0
359311,1,1,0
359322,1,1,0
359324,1,1,0
359328,1,2,0
359335,2,2,1
359339,3,3,2
359345,1,1,0
359357,1,1,0
359360,1,2,0
396101,1,2,0
383955,6,7,5
359374,1,1,0
359388,1,3,0
359399,3,1,0
359410,2,1,0
359412,1,1,0
359422,2,1,0
359432,1,1,0
359436,1,1,0
359438,1,1,0
359440,1,1,0
359466,2,1,0
359477,1,1,0
359484,1,1,0
359485,1,1,0
359486,1,1,0
359491,1,2,0
359504,1,1,0
359509,1,1,0
359519,1,1,0
359522,1,1,0
359529,1,1,0
359531,1,1,0
359540,1,1,0
359546,1,1,0
359557,1,9,0
359558,5,1,0
359561,1,1,0
359565,3,1,0
359573,1,1,0
359580,1,1,0
359588,4,2,0
359591,1,1,0
359601,2,1,0
359612,1,4,0
359629,1,1,0
359644,2,1,0
359645,1,1,0
359654,1,5,0
359658,1,1,0
359670,2,3,1
359671,3,3,0
359675,1,1,0
359685,2,2,0
359689,4,4,0
359694,1,1,0
359715,1,1,0
359721,1,1,0
359729,1,1,0
359733,1,1,0
359738,1,1,0
359755,1,1,0
359765,1,1,0
359768,1,1,0
359777,4,1,0
359780,2,2,1
359800,1,1,0
359807,1,1,0
359815,7,2,0
359816,1,1,0
359822,1,1,0
359825,2,1,0
359828,1,1,0
373538,5,5,3
359835,2,7,0
359838,1,1,0
359862,1,1,0
359868,1,2,0
359871,1,1,0
359875,2,2,0
359884,1,1,0
359888,1,1,0
359897,1,1,0
359900,2,1,0
359904,1,1,0
359907,1,1,0
359910,1,1,0
359911,1,1,0
359926,2,1,0
359933,1,3,0
359940,1,1,0
359941,1,1,0
359954,1,1,0
359957,3,4,1
359959,2,3,0
359960,1,1,0
359961,1,2,0
359967,1,1,0
359971,1,1,0
359974,1,1,0
359987,1,1,0
360003,1,1,0
360011,1,1,0
360014,1,2,0
360015,1,1,0
360025,2,1,0
360035,6,6,5
360042,1,1,0
360045,1,1,0
360046,3,3,2
360053,1,1,0
360057,1,1,0
360059,4,1,0
360081,1,2,0
360086,1,2,0
360094,2,2,0
360095,1,1,0
360099,1,1,0
360103,1,2,0
360109,1,1,0
360112,1,1,0
360124,1,1,0
360126,3,1,0
360128,3,1,0
360132,1,1,0
360134,1,11,0
360138,2,1,0
360142,1,1,0
360149,2,3,0
371473,2,3,0
397463,2,4,0
360175,1,1,0
360178,12,10,9
360182,1,3,0
360185,1,1,0
360187,4,1,0
360193,1,1,0
360196,1,1,0
360198,1,1,0
360200,1,3,0
360203,1,1,0
360213,1,1,0
360244,1,1,0
360248,1,1,0
360251,1,1,0
360258,2,1,0
360267,1,1,0
360268,1,1,0
360269,1,1,0
360273,1,1,0
360277,1,1,0
360281,2,1,0
360284,1,2,0
360291,1,1,0
360296,2,2,0
360299,2,4,1
360301,1,1,0
360320,1,1,0
360326,5,4,2
360332,1,1,0
360342,1,1,0
360346,1,2,0
360352,1,3,0
360353,5,10,3
360369,1,2,0
360372,1,1,0
360374,1,1,0
360375,1,4,0
360381,2,3,0
360382,1,1,0
360386,1,1,0
360387,1,1,0
360388,2,1,0
360407,1,1,0
360412,1,1,0
360425,1,1,0
360427,3,1,0
360433,3,3,2
371053,3,3,2
360439,1,1,0
360449,1,1,0
360465,2,2,1
360467,2,2,1
360479,3,1,0
360487,2,1,0
360492,1,2,0
360536,1,2,0
360542,3,3,2
360547,2,2,1
360548,2,1,0
360550,1,1,0
360562,3,1,0
360563,2,1,0
382606,2,1,0
360564,2,1,0
360569,1,2,0
360571,1,1,0
360582,1,1,0
360584,1,1,0
360587,3,2,1
360588,1,1,0
360597,1,1,0
360599,1,1,0
360602,1,1,0
360607,1,1,0
360611,1,1,0
360613,1,1,0
360614,2,2,1
360634,1,2,0
360637,3,1,0
360638,2,1,0
360653,1,2,0
360657,1,1,0
360670,1,1,0
360675,1,1,0
360689,1,1,0
360695,1,2,0
360698,1,1,0
360701,2,1,0
360715,1,1,0
360719,1,2,0
360730,1,1,0
360739,1,1,0
360745,2,2,1
360755,2,2,1
360760,1,1,0
360770,8,15,7
360772,4,1,0
360777,1,1,0
360785,4,3,2
360796,2,2,1
360799,5,2,1
360807,1,2,0
360832,2,21,0
360843,1,1,0
360847,1,1,0
360853,2,1,0
360865,3,3,0
360869,1,1,0
360877,1,3,0
360878,4,4,3
360881,1,1,0
360885,2,2,1
360891,1,1,0
360892,3,7,1
360921,2,5,0
360923,1,1,0
360924,1,1,0
360929,3,1,0
360930,1,2,0
360940,1,1,0
360946,1,1,0
360969,1,1,0
360971,1,1,0
360981,1,1,0
360982,1,1,0
360983,3,3,1
360996,1,1,0
360997,3,1,0
361002,1,1,0
361010,1,1,0
361011,3,4,2
361017,1,1,0
361025,1,2,0
361026,1,1,0
361047,1,2,0
361053,1,2,0
361056,2,1,0
361068,1,1,0
361073,2,1,0
361074,3,1,0
361075,2,1,0
361078,1,1,0
361848,6,3,2
361088,1,2,0
391381,1,2,0
361100,1,2,0
361123,3,2,1
361131,2,4,1
361134,1,1,0
361135,1,1,0
361161,2,1,0
361163,2,1,0
361165,2,1,0
361166,1,1,0
361174,1,1,0
361185,1,1,0
361197,1,1,0
361206,5,3,2
361209,1,1,0
361211,3,1,0
361215,1,1,0
361216,1,1,0
361225,2,1,0
361229,1,1,0
361234,2,3,0
361238,1,2,0
361252,1,1,0
361258,1,1,0
361272,1,2,0
361283,2,2,0
361288,1,1,0
361295,1,1,0
361296,3,1,0
361305,1,1,0
361307,1,1,0
361312,1,1,0
361317,1,1,0
361318,1,1,0
361319,1,2,0
361320,1,1,0
361337,2,3,1
361340,1,17,0
361357,1,2,0
361358,1,1,0
361372,1,1,0
361375,1,1,0
361387,1,1,0
361392,1,2,0
361401,2,1,0
361406,1,1,0
361408,1,1,0
361419,1,1,0
361424,1,3,0
361437,1,1,0
361444,9,1,0
361447,1,1,0
361454,3,3,1
361457,1,1,0
361469,2,1,0
361486,1,1,0
361487,3,1,0
361490,2,1,0
361491,3,3,1
361509,1,5,0
361510,5,5,4
374838,5,6,4
361517,6,1,0
371293,3,3,2
361526,1,1,0
361545,1,1,0
361549,1,1,0
361579,1,1,0
361582,1,3,0
361593,1,2,0
362515,1,2,0
361634,2,1,0
361636,1,1,0
361637,1,1,0
361639,1,2,0
361641,1,1,0
361645,4,3,2
361646,5,3,0
361655,1,1,0
361665,1,2,0
361669,1,4,0
361670,2,1,0
361694,1,2,0
361699,1,1,0
361702,6,1,0
361703,2,2,1
361707,1,1,0
361713,1,1,0
361719,4,4,3
361720,1,1,0
361732,1,1,0
361745,1,1,0
361750,1,2,0
361751,1,1,0
361755,3,3,2
361759,1,1,0
361766,1,1,0
361774,1,1,0
361776,1,1,0
361782,6,2,1
361785,1,1,0
361792,2,2,0
361798,3,2,0
361806,1,1,0
361813,1,4,0
361816,4,4,3
400946,4,4,3
361830,1,1,0
361838,1,1,0
361839,1,1,0
361847,3,2,0
361856,4,1,0
361858,1,1,0
361865,1,1,0
361867,1,1,0
361872,1,1,0
361874,38,16,13
361886,1,1,0
361888,2,1,0
361911,3,2,1
361914,1,1,0
361916,3,3,2
361917,1,3,0
361919,2,2,0
361920,1,1,0
361939,1,1,0
361942,5,6,4
361945,2,1,0
361950,1,1,0
361951,1,1,0
361952,2,2,1
361957,1,1,0
361964,1,2,0
361978,3,1,0
361983,2,3,0
361986,1,1,0
361987,3,1,0
361993,2,8,1
362006,1,1,0
362012,2,2,1
362021,1,1,0
362032,2,1,0
362039,1,1,0
362042,1,1,0
362051,3,1,0
362058,1,1,0
362062,2,1,0
362066,1,2,0
362070,3,2,1
362072,1,1,0
362091,1,4,0
362092,1,1,0
362094,1,1,0
362109,1,1,0
362113,5,1,0
362122,1,1,0
362129,1,2,0
362131,1,1,0
362135,1,1,0
362136,3,1,0
362144,2,2,1
362145,1,1,0
362147,1,1,0
362149,3,2,0
362152,1,1,0
362168,1,1,0
362169,1,1,0
362171,2,2,0
362178,4,7,0
362179,1,1,0
362180,1,1,0
362185,1,1,0
362188,1,1,0
362195,3,3,1
362202,3,3,2
362207,1,3,0
362208,2,2,1
362222,16,18,13
362229,1,1,0
362231,1,1,0
362233,1,1,0
362263,1,1,0
362265,3,3,0
362301,1,1,0
362321,1,2,0
362337,1,1,0
362341,2,1,0
362347,1,1,0
362353,1,1,0
362358,3,4,0
362363,1,1,0
362371,4,1,0
362373,1,1,0
362377,1,1,0
362379,1,1,0
362386,1,4,0
362397,2,11,0
362420,1,1,0
362431,1,1,0
362435,1,1,0
362452,1,4,0
362466,1,1,0
362469,2,2,1
362473,1,1,0
362474,1,1,0
362475,2,1,0
362488,2,1,0
362497,1,1,0
362498,1,1,0
362508,1,1,0
362514,1,1,0
362519,1,1,0
362522,1,3,0
362529,1,2,0
362534,5,4,2
362556,2,3,1
362570,2,1,0
362581,2,1,0
362589,1,1,0
362597,3,2,1
362603,1,1,0
362605,2,3,1
362608,1,1,0
362612,1,1,0
362614,5,2,0
362622,4,1,0
362651,3,1,0
362654,1,1,0
362661,1,2,0
362663,2,1,0
362675,1,1,0
362694,1,1,0
362695,2,4,0
362696,1,2,0
362703,3,1,0
362708,4,2,0
362727,1,1,0
362730,1,1,0
362731,2,1,0
362732,1,1,0
362737,1,1,0
362755,1,1,0
362762,1,1,0
362765,4,2,0
362771,1,5,0
382836,3,5,2
362782,1,1,0
362784,1,1,0
362805,13,2,0
362815,2,1,0
362817,2,1,0
362833,1,2,0
362841,1,1,0
362842,1,1,0
362849,1,2,0
362850,3,3,1
362856,1,1,0
362857,4,4,3
362866,1,1,0
362867,1,1,0
362879,1,1,0
362882,1,1,0
362884,2,2,1
362885,1,1,0
362896,1,1,0
362899,1,1,0
362900,1,1,0
362902,11,7,6
362904,1,1,0
362908,2,1,0
362916,5,1,0
362924,2,1,0
362929,1,1,0
362944,1,2,0
362948,1,1,0
362960,1,2,0
362966,1,2,0
362978,2,2,1
362983,1,1,0
362984,1,1,0
362989,1,2,0
363005,1,1,0
363011,1,1,0
363025,1,1,0
363028,1,1,0
363035,1,1,0
363036,1,2,0
363051,1,2,0
363056,1,1,0
363061,1,1,0
363069,1,1,0
363071,1,1,0
363076,2,1,0
363082,2,3,1
363099,3,6,1
363107,1,3,0
363127,1,1,0
363129,1,1,0
363145,1,2,0
363157,1,2,0
363163,1,1,0
363167,3,14,0
363177,1,1,0
363189,3,2,1
363191,1,1,0
363200,1,1,0
363204,1,3,0
398452,1,3,0
363207,1,1,0
363209,2,2,0
363215,1,1,0
363217,1,1,0
363231,1,3,0
363232,1,1,0
363246,1,1,0
363256,2,3,0
363260,1,1,0
363268,1,1,0
363271,1,1,0
363272,1,11,0
363276,2,2,1
363280,1,2,0
363282,2,1,0
363283,2,1,0
363284,1,1,0
363290,1,1,0
363304,14,16,7
363309,5,2,1
363323,4,4,3
363324,1,1,0
363326,1,2,0
363330,1,1,0
363332,1,1,0
363333,1,1,0
363342,1,1,0
363347,2,1,0
363363,1,2,0
363364,2,1,0
363373,3,1,0
363378,1,2,0
363379,1,1,0
363391,1,1,0
363396,1,1,0
363399,1,1,0
363402,1,1,0
363406,1,2,0
363415,1,1,0
363418,1,1,0
363445,1,1,0
363452,1,1,0
363460,4,1,0
363462,4,3,2
363487,2,2,0
363489,1,1,0
363492,5,3,0
363496,5,5,4
363511,6,7,5
363513,1,1,0
363525,1,1,0
363529,1,2,0
363542,1,1,0
363551,1,1,0
363562,1,1,0
363574,1,1,0
363589,1,1,0
363592,1,1,0
363612,1,1,0
363616,3,1,0
363619,3,1,0
363628,1,1,0
363631,2,7,0
363637,1,7,0
363649,1,1,0
363661,1,1,0
363677,5,2,0
363685,1,1,0
363687,1,1,0
363688,4,3,2
363690,1,1,0
363695,1,1,0
363698,1,1,0
363702,1,1,0
363707,1,1,0
363710,2,2,1
380253,2,2,1
363713,1,1,0
363719,1,1,0
363734,1,1,0
363757,2,2,1
363764,1,1,0
363765,1,1,0
363771,1,1,0
363773,1,1,0
363785,1,1,0
363795,1,1,0
363798,1,1,0
363808,1,1,0
363814,3,1,0
363817,1,1,0
363839,2,5,1
363843,1,5,0
363845,1,1,0
363849,1,1,0
363865,2,2,1
363870,2,1,0
363873,1,3,0
363877,1,1,0
363881,1,2,0
399352,1,2,0
363890,1,1,0
363892,1,1,0
363894,2,1,0
363908,1,1,0
363920,1,2,0
363926,1,1,0
363936,1,1,0
363939,2,1,0
363960,1,7,0
363971,1,1,0
363975,3,1,0
363981,1,1,0
363982,1,1,0
363995,1,1,0
363996,1,1,0
363998,6,1,0
369042,6,2,1
364009,9,3,0
364014,2,1,0
364016,1,1,0
364020,2,2,1
364028,2,1,0
364043,1,3,0
364048,1,1,0
364076,1,3,0
364077,2,1,0
364079,2,1,0
364082,1,1,0
364091,1,1,0
364095,2,1,0
364096,2,1,0
364098,2,1,0
367440,2,1,0
364110,8,5,3
364112,1,1,0
364114,1,1,0
364115,2,1,0
364130,1,1,0
364142,4,5,3
364149,2,4,1
364164,1,2,0
364170,2,1,0
364172,1,1,0
364178,1,1,0
364187,1,1,0
364194,1,1,0
364203,1,1,0
364205,1,1,0
364209,1,1,0
364211,1,1,0
364215,1,1,0
364217,1,1,0
364221,1,1,0
364224,1,1,0
364229,1,3,0
364241,1,2,0
364243,1,1,0
364244,2,1,0
364254,1,2,0
364259,1,1,0
364274,2,1,0
364276,1,2,0
364290,2,3,0
364299,1,1,0
364301,1,1,0
364307,1,1,0
364327,1,1,0
364333,2,5,0
364337,1,1,0
364347,1,1,0
364348,2,2,1
364356,1,1,0
364363,3,2,1
364371,1,1,0
364374,1,2,0
364380,2,1,0
364381,1,1,0
364391,2,3,1
364400,3,1,0
364405,1,1,0
364415,2,2,0
364420,1,1,0
364426,1,1,0
364430,1,1,0
364441,1,1,0
364448,2,1,0
364450,1,1,0
364451,4,3,2
364462,1,1,0
364465,4,4,2
364466,1,1,0
364468,1,4,0
364469,1,1,0
364471,1,1,0
364474,1,1,0
364484,6,2,1
364494,1,2,0
364497,4,1,0
364515,4,1,0
364516,1,3,0
364524,1,1,0
364529,1,1,0
364549,1,1,0
364554,3,3,0
364572,1,2,0
364586,1,1,0
364587,4,3,0
364588,1,1,0
364604,1,2,0
364606,7,2,0
364627,1,1,0
364629,6,4,3
364632,2,2,0
364656,3,3,0
364659,3,1,0
364666,1,1,0
364674,1,1,0
364684,1,1,0
364687,2,1,0
364691,1,2,0
364693,1,1,0
364696,1,7,0
364699,1,1,0
364702,3,2,1
364709,1,1,0
364730,2,1,0
364753,1,1,0
364754,1,1,0
364755,1,3,0
364765,1,1,0
364766,1,2,0
364767,1,4,0
